HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:50146	MIR6874	microRNA 6874	NR_106934		ENSG00000283419
HGNC:50015	MIR6875	microRNA 6875	NR_106935		ENSG00000283821
HGNC:50181	MIR6876	microRNA 6876	NR_106936		ENSG00000274988
HGNC:50205	MIR6877	microRNA 6877	NR_106937		ENSG00000273932
HGNC:50269	MIR6878	microRNA 6878	NR_106938		ENSG00000283933
HGNC:49957	MIR6879	microRNA 6879	NR_106939		ENSG00000278851
HGNC:50187	MIR6880	microRNA 6880	NR_106940		ENSG00000275967
HGNC:50098	MIR6881	microRNA 6881	NR_106941		ENSG00000277391
HGNC:49928	MIR6882	microRNA 6882	NR_106942		ENSG00000275411
HGNC:50019	MIR6883	microRNA 6883	NR_106943		ENSG00000284117
HGNC:50091	MIR6884	microRNA 6884	NR_106944		ENSG00000283721
HGNC:50221	MIR6885	microRNA 6885	NR_106945		ENSG00000274390
HGNC:50121	MIR6886	microRNA 6886	NR_106946		ENSG00000284553
HGNC:50065	MIR6887	microRNA 6887	NR_106947		ENSG00000284065
HGNC:50071	MIR6888	microRNA 6888	NR_106948		ENSG00000275141
HGNC:50014	MIR6889	microRNA 6889	NR_106949		ENSG00000274552
HGNC:49990	MIR6890	microRNA 6890	NR_106950		ENSG00000284488
HGNC:50243	MIR6891	microRNA 6891	NR_106951		ENSG00000277402
HGNC:50053	MIR6892	microRNA 6892	NR_106952		ENSG00000278449
HGNC:50130	MIR6893	microRNA 6893	NR_106953		ENSG00000276598
HGNC:49938	MIR6894	microRNA 6894	NR_106954		ENSG00000277474
HGNC:50210	MIR6895	microRNA 6895	NR_106955		ENSG00000276575
HGNC:50085	MIR7106	microRNA 7106	NR_106956		ENSG00000276908
HGNC:50006	MIR7107	microRNA 7107	NR_106957		ENSG00000284402
HGNC:49998	MIR7108	microRNA 7108	NR_106958		ENSG00000283728
HGNC:50122	MIR7109	microRNA 7109	NR_106959		ENSG00000284082
HGNC:50024	MIR7110	microRNA 7110	NR_106960		ENSG00000284421
HGNC:50073	MIR7111	microRNA 7111	NR_106961		ENSG00000276712
HGNC:50149	MIR7112	microRNA 7112	NR_107057		ENSG00000284054
HGNC:49947	MIR7113	microRNA 7113	NR_106963		ENSG00000284293
HGNC:50157	MIR7114	microRNA 7114	NR_106964		ENSG00000284317
HGNC:49982	MIR7150	microRNA 7150	NR_106972		ENSG00000274932
HGNC:50170	MIR7151	microRNA 7151	NR_106973		ENSG00000276866
HGNC:50257	MIR7152	microRNA 7152	NR_106974		ENSG00000274824
HGNC:50190	MIR7153	microRNA 7153	NR_106975		ENSG00000283492
HGNC:49972	MIR7154	microRNA 7154	NR_106976		ENSG00000276639
HGNC:50005	MIR7155	microRNA 7155	NR_106977		ENSG00000278359
HGNC:50023	MIR7156	microRNA 7156	NR_106978		ENSG00000276081
HGNC:50010	MIR7157	microRNA 7157	NR_106979		ENSG00000283506
HGNC:49971	MIR7158	microRNA 7158	NR_106980		ENSG00000276733
HGNC:49978	MIR7159	microRNA 7159	NR_106982		ENSG00000276824
HGNC:50028	MIR7160	microRNA 7160	NR_106983		ENSG00000273593
HGNC:49985	MIR7161	microRNA 7161	NR_106981		ENSG00000278571
HGNC:50189	MIR7162	microRNA 7162	NR_106985		ENSG00000284277
HGNC:49839	MIR7515	microRNA 7515	NR_106986		ENSG00000283394
HGNC:49838	MIR7515HG	MIR7515 host gene	NR_110497		ENSG00000236172
HGNC:50216	MIR7702	microRNA 7702	NR_106989		ENSG00000274263
HGNC:50271	MIR7703	microRNA 7703	NR_106990		ENSG00000283856
HGNC:50089	MIR7704	microRNA 7704	NR_106991		ENSG00000283880
HGNC:50143	MIR7705	microRNA 7705	NR_106992		ENSG00000284570
HGNC:50110	MIR7706	microRNA 7706	NR_106993		ENSG00000284160
HGNC:50074	MIR7843	microRNA 7843	NR_106994		ENSG00000273830
HGNC:50044	MIR7844	microRNA 7844	NR_106998		ENSG00000283818
HGNC:50267	MIR7845	microRNA 7845	NR_106999		ENSG00000277590
HGNC:50029	MIR7846	microRNA 7846	NR_107000		ENSG00000283789
HGNC:50153	MIR7847	microRNA 7847	NR_107001		ENSG00000284594
HGNC:50058	MIR7848	microRNA 7848	NR_107002		ENSG00000276961
HGNC:50166	MIR7849	microRNA 7849	NR_107003		ENSG00000278438
HGNC:50118	MIR7850	microRNA 7850	NR_107004		ENSG00000277904
HGNC:50127	MIR7851	microRNA 7851	NR_107005		ENSG00000278520
HGNC:50201	MIR7852	microRNA 7852	NR_107006		ENSG00000275455
HGNC:49933	MIR7853	microRNA 7853	NR_107007		ENSG00000263572
HGNC:50047	MIR7854	microRNA 7854	NR_107008		ENSG00000277255
HGNC:50244	MIR7855	microRNA 7855	NR_107009		ENSG00000284269
HGNC:50268	MIR7856	microRNA 7856	NR_107010		ENSG00000278281
HGNC:50040	MIR7973-1	microRNA 7973-1	NR_107012		ENSG00000278098
HGNC:50080	MIR7973-2	microRNA 7973-2	NR_107013		ENSG00000283614
HGNC:49992	MIR7974	microRNA 7974	NR_107014		ENSG00000274713
HGNC:49967	MIR7975	microRNA 7975	NR_107015		ENSG00000275863
HGNC:50092	MIR7976	microRNA 7976	NR_107016		ENSG00000276083
HGNC:49969	MIR7977	microRNA 7977	NR_107017		ENSG00000283333
HGNC:50113	MIR7978	microRNA 7978	NR_107018		ENSG00000283281
HGNC:50252	MIR8052	microRNA 8052	NR_107019		ENSG00000274999
HGNC:50137	MIR8053	microRNA 8053	NR_107020		ENSG00000277388
HGNC:50177	MIR8054	microRNA 8054	NR_107021		ENSG00000275868
HGNC:50241	MIR8055	microRNA 8055	NR_107022		ENSG00000276580
HGNC:49948	MIR8056	microRNA 8056	NR_107023		ENSG00000274994
HGNC:49960	MIR8057	microRNA 8057	NR_107024		ENSG00000276221
HGNC:50018	MIR8058	microRNA 8058	NR_107025		ENSG00000277387
HGNC:50068	MIR8059	microRNA 8059	NR_107026		ENSG00000278672
HGNC:50180	MIR8060	microRNA 8060	NR_107027		ENSG00000278103
HGNC:50077	MIR8061	microRNA 8061	NR_107028		ENSG00000277636
HGNC:49975	MIR8062	microRNA 8062	NR_107029		ENSG00000278159
HGNC:50088	MIR8063	microRNA 8063	NR_107030		ENSG00000277202
HGNC:50236	MIR8064	microRNA 8064	NR_107031		ENSG00000275789
HGNC:49959	MIR8065	microRNA 8065	NR_107032		ENSG00000273648
HGNC:50043	MIR8066	microRNA 8066	NR_107033		ENSG00000273882
HGNC:49934	MIR8067	microRNA 8067	NR_107034		ENSG00000277919
HGNC:50238	MIR8068	microRNA 8068	NR_107035		ENSG00000273912
HGNC:50262	MIR8069-1	microRNA 8069-1	NR_107036		ENSG00000284550
HGNC:50836	MIR8069-2	microRNA 8069-2	NR_128718		ENSG00000278618
HGNC:50274	MIR8070	microRNA 8070	NR_107037		ENSG00000278529
HGNC:50041	MIR8071-1	microRNA 8071-1	NR_107038		ENSG00000274172
HGNC:49958	MIR8071-2	microRNA 8071-2	NR_107059		ENSG00000277030
HGNC:50174	MIR8072	microRNA 8072	NR_107039		ENSG00000284425
HGNC:50131	MIR8073	microRNA 8073	NR_107040		ENSG00000276765
HGNC:50105	MIR8074	microRNA 8074	NR_107041		ENSG00000278617
HGNC:50172	MIR8075	microRNA 8075	NR_107042		ENSG00000277942
HGNC:49997	MIR8076	microRNA 8076	NR_107043		ENSG00000275670
HGNC:50266	MIR8077	microRNA 8077	NR_107044		ENSG00000277533
HGNC:50102	MIR8078	microRNA 8078	NR_107045		ENSG00000277521
HGNC:50021	MIR8079	microRNA 8079	NR_107046		ENSG00000276319
HGNC:49989	MIR8080	microRNA 8080	NR_107047		ENSG00000276917
HGNC:50123	MIR8081	microRNA 8081	NR_107048		ENSG00000277889
HGNC:50111	MIR8082	microRNA 8082	NR_107049		ENSG00000275810
HGNC:50211	MIR8083	microRNA 8083	NR_107050		ENSG00000274940
HGNC:50075	MIR8084	microRNA 8084	NR_107051		ENSG00000277063
HGNC:50120	MIR8085	microRNA 8085	NR_107052		ENSG00000284258
HGNC:50107	MIR8086	microRNA 8086	NR_107053		ENSG00000275036
HGNC:50059	MIR8087	microRNA 8087	NR_107054		ENSG00000278483
HGNC:50167	MIR8088	microRNA 8088	NR_107055		ENSG00000275335
HGNC:50196	MIR8089	microRNA 8089	NR_107056		ENSG00000277912
HGNC:50839	MIR8485	microRNA 8485	NR_130470		ENSG00000216191
HGNC:50841	MIR9500	microRNA 9500	NR_128707		ENSG00000283639
HGNC:53988	MIR9718	microRNA 9718	NR_162089		
HGNC:53989	MIR9851	microRNA 9851	NR_162126		
HGNC:53990	MIR9898	microRNA 9898	NR_162090		
HGNC:53991	MIR9899	microRNA 9899	NR_162091		
HGNC:53992	MIR9900	microRNA 9900	NR_162092		
HGNC:53993	MIR9901	microRNA 9901	NR_162093		
HGNC:53994	MIR9902-1	microRNA 9902-1	NR_162094		
HGNC:53995	MIR9902-2	microRNA 9902-2	NR_162150		
HGNC:53996	MIR9903	microRNA 9903	NR_162095		
HGNC:53997	MIR9983	microRNA 9983	NR_162114		
HGNC:53998	MIR9985	microRNA 9985	NR_162096		
HGNC:53999	MIR9986	microRNA 9986	NR_162099		
HGNC:54000	MIR10226	microRNA 10226	NR_162100		
HGNC:54001	MIR10392	microRNA 10392	NR_162101		
HGNC:54002	MIR10393	microRNA 10393	NR_162102		
HGNC:54003	MIR10394	microRNA 10394	NR_162103		
HGNC:54005	MIR10396A	microRNA 10396a	NR_162105		
HGNC:54006	MIR10396B	microRNA 10396b	NR_162111		
HGNC:54007	MIR10397	microRNA 10397	NR_162106		
HGNC:54008	MIR10398	microRNA 10398	NR_162107		
HGNC:54009	MIR10399	microRNA 10399	NR_162108		
HGNC:54010	MIR10400	microRNA 10400	NR_162109		
HGNC:54012	MIR10522	microRNA 10522	NR_162112		
HGNC:54013	MIR10523	microRNA 10523	NR_162113		
HGNC:54014	MIR10524	microRNA 10524	NR_162115		
HGNC:54015	MIR10525	microRNA 10525	NR_162116		
HGNC:54016	MIR10526	microRNA 10526	NR_162117		
HGNC:54017	MIR10527	microRNA 10527	NR_162118		
HGNC:54018	MIR11181	microRNA 11181	NR_162119		
HGNC:54019	MIR11399	microRNA 11399	NR_162120		
HGNC:54160	MIR11400	microRNA 11400	NR_162121		
HGNC:54020	MIR11401	microRNA 11401	NR_162122		
HGNC:54021	MIR12113	microRNA 12113	NR_162127		
HGNC:54022	MIR12114	microRNA 12114	NR_162128		
HGNC:54023	MIR12115	microRNA 12115	NR_162129		
HGNC:54024	MIR12116	microRNA 12116	NR_162130		
HGNC:54025	MIR12117	microRNA 12117	NR_162131		
HGNC:54026	MIR12118	microRNA 12118	NR_162132		
HGNC:54027	MIR12119	microRNA 12119	NR_162133		
HGNC:54028	MIR12120	microRNA 12120	NR_162134		
HGNC:54029	MIR12121	microRNA 12121	NR_162135		
HGNC:54030	MIR12122	microRNA 12122	NR_162136		
HGNC:54031	MIR12123	microRNA 12123	NR_162137		
HGNC:54032	MIR12124	microRNA 12124	NR_162138		
HGNC:54033	MIR12125	microRNA 12125	NR_162139		
HGNC:54034	MIR12126	microRNA 12126	NR_162140		
HGNC:54035	MIR12127	microRNA 12127	NR_162141		
HGNC:54036	MIR12128	microRNA 12128	NR_162142		
HGNC:54037	MIR12129	microRNA 12129	NR_162143		
HGNC:54038	MIR12130	microRNA 12130	NR_162144		
HGNC:54039	MIR12131	microRNA 12131	NR_162145		
HGNC:54040	MIR12132	microRNA 12132	NR_162146		
HGNC:54041	MIR12133	microRNA 12133	NR_162147		
HGNC:54042	MIR12135	microRNA 12135	NR_162148		
HGNC:54043	MIR12136	microRNA 12136	NR_162149		
HGNC:31476	MIRLET7A1	microRNA let-7a-1	NR_029476		ENSG00000199165
HGNC:53970	MIRLET7A1HG	miRlet-7a-1/let-7f-1/let-7d cluster host gene			ENSG00000269929
HGNC:31477	MIRLET7A2	microRNA let-7a-2	NR_029477		ENSG00000198975
HGNC:31478	MIRLET7A3	microRNA let-7a-3	NR_029478		ENSG00000283990
HGNC:31479	MIRLET7B	microRNA let-7b	NR_029479		ENSG00000284520
HGNC:37189	MIRLET7BHG	MIRLET7B host gene	NR_027033		ENSG00000197182
HGNC:31480	MIRLET7C	microRNA let-7c	NR_029480		ENSG00000199030
HGNC:31481	MIRLET7D	microRNA let-7d	NR_029481		ENSG00000199133
HGNC:31482	MIRLET7E	microRNA let-7e	NR_029482		ENSG00000198972
HGNC:31483	MIRLET7F1	microRNA let-7f-1	NR_029483		ENSG00000199072
HGNC:31484	MIRLET7F2	microRNA let-7f-2	NR_029484		ENSG00000208012
HGNC:31485	MIRLET7G	microRNA let-7g	NR_029660		ENSG00000199150
HGNC:31486	MIRLET7I	microRNA let-7i	NR_029661		ENSG00000199179
HGNC:24967	MIS12	MIS12 kinetochore complex component	NM_024039	Q9H081	ENSG00000167842
HGNC:1286	MIS18A	MIS18 kinetochore protein A	NM_018944	Q9NYP9	ENSG00000159055
HGNC:40106	MIS18A-AS1	MIS18A antisense RNA 1			ENSG00000227256
HGNC:20190	MIS18BP1	MIS18 binding protein 1		Q6P0N0	ENSG00000129534
HGNC:27000	MISP	mitotic spindle positioning	NM_173481	Q8IVT2	ENSG00000099812
HGNC:26963	MISP3	MISP family member 3		Q96FF7	ENSG00000141854
HGNC:25207	MITD1	microtubule interacting and trafficking domain containing 1	NM_138798	Q8WV92	ENSG00000158411
HGNC:7105	MITF	melanocyte inducing transcription factor	NM_198159	O75030	ENSG00000187098
HGNC:13363	MIXL1	Mix paired-like homeobox		Q9H2W2	ENSG00000185155
HGNC:7107	MKI67	marker of proliferation Ki-67	NM_002417	P46013	ENSG00000148773
HGNC:49230	MKI67P1	marker of proliferation Ki-67 pseudogene 1			ENSG00000270499
HGNC:7108	MKKS	McKusick-Kaufman syndrome		Q9NPJ1	ENSG00000125863
HGNC:7109	MKLN1	muskelin 1	NM_013255	Q9UL63	ENSG00000128585
HGNC:40374	MKLN1-AS	MKLN1 antisense RNA			ENSG00000236753
HGNC:7110	MKNK1	MAPK interacting serine/threonine kinase 1	NM_003684	Q9BUB5	ENSG00000079277
HGNC:44129	MKNK1-AS1	MKNK1 antisense RNA 1	NR_038403		ENSG00000269956
HGNC:7111	MKNK2	MAPK interacting serine/threonine kinase 2	NM_199054	Q9HBH9	ENSG00000099875
HGNC:44970	MKNK2P1	MAP kinase interacting serine/threonine kinase 2 pseudogene 1	NG_022142		ENSG00000233533
HGNC:7112	MKRN1	makorin ring finger protein 1	NM_013446	Q9UHC7	ENSG00000133606
HGNC:7113	MKRN2	makorin ring finger protein 2	NM_014160	Q9H000	ENSG00000075975
HGNC:40375	MKRN2OS	MKRN2 opposite strand	NM_001195279	H3BPM6	ENSG00000225526
HGNC:7114	MKRN3	makorin ring finger protein 3	NM_005664	Q13064	ENSG00000179455
HGNC:12910	MKRN3-AS1	MKRN3 antisense RNA 1			
HGNC:7115	MKRN4P	makorin ring finger protein 4, pseudogene	NM_030757	Q13434	ENSG00000238222
HGNC:7117	MKRN5P	makorin ring finger protein 5, pseudogene			ENSG00000224430
HGNC:7118	MKRN6P	makorin ring finger protein 6, pseudogene			
HGNC:7119	MKRN7P	makorin ring finger protein 7, pseudogene			ENSG00000225849
HGNC:7120	MKRN8P	makorin ring finger protein 8, pseudogene	NG_009613		
HGNC:7116	MKRN9P	makorin ring finger protein 9, pseudogene	NG_004764	Q6NVV0	ENSG00000258128
HGNC:7121	MKS1	MKS transition zone complex subunit 1	NM_017777	Q9NXB0	ENSG00000011143
HGNC:23729	MKX	mohawk homeobox	NM_173576	Q8IYA7	ENSG00000150051
HGNC:50686	MKX-AS1	MKX antisense RNA 1			ENSG00000230500
HGNC:7124	MLANA	melan-A		Q16655	ENSG00000120215
HGNC:17082	MLC1	modulator of VRAC current 1	NM_015166	Q15049	ENSG00000100427
HGNC:28973	MLEC	malectin	NM_014730	Q14165	ENSG00000110917
HGNC:51122	MLECP1	malectin pseudogene 1			ENSG00000277899
HGNC:7125	MLF1	myeloid leukemia factor 1	NM_022443	P58340	ENSG00000178053
HGNC:7126	MLF2	myeloid leukemia factor 2		Q15773	ENSG00000089693
HGNC:7127	MLH1	mutL homolog 1	NM_000249	P40692	ENSG00000076242
HGNC:7128	MLH3	mutL homolog 3	NM_014381	Q9UHC1	ENSG00000119684
HGNC:21355	MLIP	muscular LMNA interacting protein	NM_138569	Q5VWP3	ENSG00000146147
HGNC:40963	MLIP-AS1	MLIP antisense RNA 1			ENSG00000235050
HGNC:41461	MLIP-IT1	MLIP intronic transcript 1			ENSG00000236996
HGNC:26617	MLKL	mixed lineage kinase domain like pseudokinase	NM_152649	Q8NB16	ENSG00000168404
HGNC:7134	MLLT1	MLLT1 super elongation complex subunit	NM_005934	Q03111	ENSG00000130382
HGNC:7136	MLLT3	MLLT3 super elongation complex subunit	NM_004529	P42568	ENSG00000171843
HGNC:7138	MLLT6	MLLT6, PHD finger containing	NM_005937	P55198	ENSG00000275023
HGNC:16063	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor		P55197	ENSG00000078403
HGNC:15794	MLLT10P1	MLLT10 pseudogene 1			ENSG00000238151
HGNC:39141	MLLT10P2	MLLT10 pseudogene 2			ENSG00000249462
HGNC:16997	MLLT11	MLLT11 transcription factor 7 cofactor	NM_006818	Q13015	ENSG00000213190
HGNC:7141	MLN	motilin		P12872	ENSG00000096395
HGNC:4495	MLNR	motilin receptor	NM_001507	O43193	ENSG00000102539
HGNC:29643	MLPH	melanophilin	NM_024101	Q9BV36	ENSG00000115648
HGNC:24825	MLST8	MTOR associated protein, LST8 homolog	NM_022372	Q9BVC4	ENSG00000167965
HGNC:11645	MLX	MAX dimerization protein MLX	NM_170607	Q9UH92	ENSG00000108788
HGNC:17055	MLXIP	MLX interacting protein	NM_014938	Q9HAP2	ENSG00000175727
HGNC:12744	MLXIPL	MLX interacting protein like	NM_032951	Q9NP71	ENSG00000009950
HGNC:54600	MLXP1	MLX pseudogene 1	NG_021603		ENSG00000226539
HGNC:7150	MLYCD	malonyl-CoA decarboxylase	NM_012213	O95822	ENSG00000103150
HGNC:18871	MMAA	metabolism of cobalamin associated A		Q8IVH4	ENSG00000151611
HGNC:19331	MMAB	metabolism of cobalamin associated B		Q96EY8	ENSG00000139428
HGNC:24525	MMACHC	metabolism of cobalamin associated C	NM_015506	Q9Y4U1	ENSG00000132763
HGNC:25221	MMADHC	metabolism of cobalamin associated D	NM_015702	Q9H3L0	ENSG00000168288
HGNC:41087	MMADHC-DT	MMADHC divergent transcript	NR_110240		ENSG00000231969
HGNC:54996	MMADHCP1	MMADHC pseudogene 1	NG_009051		
HGNC:54997	MMADHCP2	MMADHC pseudogene 2	NG_009050		
HGNC:7153	MMD	monocyte to macrophage differentiation associated		Q15546	ENSG00000108960
HGNC:30133	MMD2	monocyte to macrophage differentiation associated 2	NM_198403	Q8IY49	ENSG00000136297
HGNC:7154	MME	membrane metalloendopeptidase	NM_000902	P08473	ENSG00000196549
HGNC:40376	MME-AS1	MME antisense RNA 1			ENSG00000240666
HGNC:14668	MMEL1	membrane metalloendopeptidase like 1	NM_033467	Q495T6	ENSG00000142606
HGNC:40695	MMEL1-AS1	MMEL1 antisense RNA 1			ENSG00000237058
HGNC:28100	MMGT1	membrane magnesium transporter 1	NM_173470	Q8N4V1	ENSG00000169446
HGNC:7155	MMP1	matrix metallopeptidase 1	NM_002421	P03956	ENSG00000196611
HGNC:7166	MMP2	matrix metallopeptidase 2		P08253	ENSG00000087245
HGNC:53142	MMP2-AS1	MMP2 antisense RNA 1			ENSG00000260135
HGNC:7173	MMP3	matrix metallopeptidase 3	NM_002422	P08254	ENSG00000149968
HGNC:7174	MMP7	matrix metallopeptidase 7		P09237	ENSG00000137673
HGNC:7175	MMP8	matrix metallopeptidase 8	NM_002424	P22894	ENSG00000118113
HGNC:7176	MMP9	matrix metallopeptidase 9		P14780	ENSG00000100985
HGNC:7156	MMP10	matrix metallopeptidase 10		P09238	ENSG00000166670
HGNC:7157	MMP11	matrix metallopeptidase 11	NM_005940	P24347	ENSG00000099953
HGNC:7158	MMP12	matrix metallopeptidase 12	NM_002426	P39900	ENSG00000262406
HGNC:7159	MMP13	matrix metallopeptidase 13	NM_002427	P45452	ENSG00000137745
HGNC:7160	MMP14	matrix metallopeptidase 14	NM_004995	P50281	ENSG00000157227
HGNC:7161	MMP15	matrix metallopeptidase 15	NM_002428	P51511	ENSG00000102996
HGNC:7162	MMP16	matrix metallopeptidase 16	NM_005941	P51512	ENSG00000156103
HGNC:7163	MMP17	matrix metallopeptidase 17	NM_016155	Q9ULZ9	ENSG00000198598
HGNC:7165	MMP19	matrix metallopeptidase 19	NM_002429	Q99542	ENSG00000123342
HGNC:7167	MMP20	matrix metallopeptidase 20		O60882	ENSG00000137674
HGNC:14357	MMP21	matrix metallopeptidase 21		Q8N119	ENSG00000154485
HGNC:7170	MMP23A	matrix metallopeptidase 23A (pseudogene)	NR_002946		ENSG00000215914
HGNC:7171	MMP23B	matrix metallopeptidase 23B	NM_006983	O75900	ENSG00000189409
HGNC:7172	MMP24	matrix metallopeptidase 24	NM_006690	Q9Y5R2	ENSG00000125966
HGNC:44421	MMP24OS	MMP24 opposite strand	NM_001355003	A0A0U1RRL7	ENSG00000126005
HGNC:14246	MMP25	matrix metallopeptidase 25	NM_022468	Q9NPA2	ENSG00000008516
HGNC:51372	MMP25-AS1	MMP25 antisense RNA 1	NR_123723		ENSG00000261971
HGNC:14249	MMP26	matrix metallopeptidase 26	NM_021801	Q9NRE1	ENSG00000167346
HGNC:14250	MMP27	matrix metallopeptidase 27	NM_022122	Q9H306	ENSG00000137675
HGNC:14366	MMP28	matrix metallopeptidase 28	NM_024302	Q9H239	ENSG00000271447
HGNC:7178	MMRN1	multimerin 1	NM_007351	Q13201	ENSG00000138722
HGNC:19888	MMRN2	multimerin 2	NM_024756	Q9H8L6	ENSG00000173269
HGNC:13824	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component		Q96T76	ENSG00000155229
HGNC:21475	MMS22L	MMS22 like, DNA repair protein	NM_198468	Q6ZRQ5	ENSG00000146263
HGNC:7526	MMUT	methylmalonyl-CoA mutase		P22033	ENSG00000146085
HGNC:7180	MN1	MN1 proto-oncogene, transcriptional regulator	NM_002430	Q10571	ENSG00000169184
HGNC:7181	MNAT1	MNAT1 component of CDK activating kinase	NM_002431	P51948	ENSG00000020426
HGNC:24839	MND1	meiotic nuclear divisions 1	NM_032117	Q9BWT6	ENSG00000121211
HGNC:7183	MNDA	myeloid cell nuclear differentiation antigen	NM_002432	P41218	ENSG00000163563
HGNC:29636	MNS1	meiosis specific nuclear structural 1	NM_018365	Q8NEH6	ENSG00000138587
HGNC:7188	MNT	MAX network transcriptional repressor	NM_020310	Q99583	ENSG00000070444
HGNC:4979	MNX1	motor neuron and pancreas homeobox 1		P50219	ENSG00000130675
HGNC:48954	MNX1-AS1	MNX1 antisense RNA 1 (head to head)	NR_038835		ENSG00000243479
HGNC:40278	MNX1-AS2	MNX1 antisense RNA 2			ENSG00000235029
HGNC:16658	MOAP1	modulator of apoptosis 1		Q96BY2	ENSG00000165943
HGNC:16015	MOB1A	MOB kinase activator 1A	NM_018221	Q9H8S9	ENSG00000114978
HGNC:42638	MOB1AP1	MOB kinase activator 1A pseudogene 1			ENSG00000228241
HGNC:42639	MOB1AP2	MOB kinase activator 1A pseudogene 2			ENSG00000233810
HGNC:29801	MOB1B	MOB kinase activator 1B	NM_173468	Q7L9L4	ENSG00000173542
HGNC:24904	MOB2	MOB kinase activator 2	NM_053005	Q70IA6	ENSG00000182208
HGNC:29802	MOB3A	MOB kinase activator 3A	NM_130807	Q96BX8	ENSG00000172081
HGNC:23825	MOB3B	MOB kinase activator 3B	NM_024761	Q86TA1	ENSG00000120162
HGNC:29800	MOB3C	MOB kinase activator 3C	NM_145279	Q70IA8	ENSG00000142961
HGNC:17261	MOB4	MOB family member 4, phocein	NM_015387	Q9Y3A3	ENSG00000115540
HGNC:54749	MOB4P1	MOB4 pseudogene 1	NG_023567		
HGNC:54750	MOB4P2	MOB4 pseudogene 2	NG_021794		
HGNC:7189	MOBP	myelin associated oligodendrocyte basic protein	NM_006501, NM_182934, NM_182935	Q13875	ENSG00000168314
HGNC:18234	MOCOS	molybdenum cofactor sulfurase		Q96EN8	ENSG00000075643
HGNC:7190	MOCS1	molybdenum cofactor synthesis 1	NM_005943	Q9NZB8	ENSG00000124615
HGNC:7191	MOCS1P1	molybdenum cofactor synthesis 1 pseudogene 1			ENSG00000260347
HGNC:7193	MOCS2	molybdenum cofactor synthesis 2	NM_183418	O96007, O96033	ENSG00000164172
HGNC:15765	MOCS3	molybdenum cofactor synthesis 3	NM_014484	O95396	ENSG00000124217
HGNC:20021	MOCS3P1	molybdenum cofactor synthesis 3 pseudogene 1	NG_002557		
HGNC:39444	MOCS3P2	molybdenum cofactor synthesis 3 pseudogene 2	NG_024852		
HGNC:7197	MOG	myelin oligodendrocyte glycoprotein	NM_002433	Q16653	ENSG00000204655
HGNC:18210	MOGAT1	monoacylglycerol O-acyltransferase 1	NM_058165	Q96PD6	ENSG00000124003
HGNC:23248	MOGAT2	monoacylglycerol O-acyltransferase 2	NM_025098	Q3SYC2	ENSG00000166391
HGNC:23249	MOGAT3	monoacylglycerol O-acyltransferase 3	NM_178176	Q86VF5	ENSG00000106384
HGNC:24862	MOGS	mannosyl-oligosaccharide glucosidase	NM_006302	Q13724	ENSG00000115275
HGNC:9833	MOK	MOK protein kinase		Q9UQ07	ENSG00000080823
HGNC:28207	MON1A	MON1 homolog A, secretory trafficking associated	NM_032355	Q86VX9	ENSG00000164077
HGNC:25020	MON1B	MON1 homolog B, secretory trafficking associated	NM_014940	Q7L1V2	ENSG00000103111
HGNC:29177	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	NM_015026	Q7Z3U7	ENSG00000061987
HGNC:7198	MORC1	MORC family CW-type zinc finger 1		Q86VD1	ENSG00000114487
HGNC:40377	MORC1-AS1	MORC1 antisense RNA 1			ENSG00000239314
HGNC:23573	MORC2	MORC family CW-type zinc finger 2	NM_014941	Q9Y6X9	ENSG00000133422
HGNC:26662	MORC2-AS1	MORC2 antisense RNA 1	NR_026920		ENSG00000235989
HGNC:23572	MORC3	MORC family CW-type zinc finger 3	NM_015358	Q14149	ENSG00000159256
HGNC:23485	MORC4	MORC family CW-type zinc finger 4	NM_024657	Q8TE76	ENSG00000133131
HGNC:15773	MORF4	mortality factor 4 (pseudogene)	NM_006792		ENSG00000234801
HGNC:16989	MORF4L1	mortality factor 4 like 1	NM_006791	Q9UBU8	ENSG00000185787
HGNC:20400	MORF4L1P1	mortality factor 4 like 1 pseudogene 1			ENSG00000218283
HGNC:20401	MORF4L1P2	mortality factor 4 like 1 pseudogene 2	NG_002591		
HGNC:20402	MORF4L1P3	mortality factor 4 like 1 pseudogene 3			ENSG00000255040
HGNC:39257	MORF4L1P4	mortality factor 4 like 1 pseudogene 4			ENSG00000225133
HGNC:35425	MORF4L1P5	mortality factor 4 like 1 pseudogene 5			ENSG00000231857
HGNC:39258	MORF4L1P6	mortality factor 4 like 1 pseudogene 6			ENSG00000233162
HGNC:39259	MORF4L1P7	mortality factor 4 like 1 pseudogene 7			ENSG00000225904
HGNC:16849	MORF4L2	mortality factor 4 like 2	NM_012286	Q15014	ENSG00000123562
HGNC:27991	MORF4L2-AS1	MORF4L2 antisense RNA 1	NR_038978		ENSG00000231154
HGNC:20403	MORF4L2P1	mortality factor 4 like 2 pseudogene 1			ENSG00000250147
